,title,address_code,beds,baths,year_built,tenure,property_type,mrt_distance,sqft,price
3681,1 Bed Condo for Sale in The Rise @ Oxley,['(D9)'],1,1,2018,Freehold,Condo,['(341 m)'],463,"1,200,000"
3682,6 Bed House for Sale in Wak Hassan Drive,['(D27)'],6,8,,,Bungalow,,"4,485","3,900,000"
3683,1 Bed Condo for Sale in Scotts Square,['(D9)'],1,1,2010,Freehold,Condo,['(172 m)'],614,"2,350,000"
3684,2 Bed Condo for Sale in Amaryllis Ville,['(D11)'],2,2,2004,99,Condo,['(483 m)'],958,"1,680,000"
3685,2 Bed Condo for Sale in Martin Modern,['(D9)'],2,2,2020,99,Condo,['(2454 m)'],764,"2,210,000"
3686,3 Bed Condo for Sale in Mandarin Gardens,['(D15)'],3,3,1986,99,Condo,,"1,787","1,750,000"
3687,2 Bed Condo for Sale in Marina One Residences,['(D1)'],2,2,2018,99,Condo,['(160 m)'],"1,109","2,772,500"
3688,HDB Flat for Sale in 310C Punggol Walk,['(D19)'],3,2,2016,99,HDB,['(205 m)'],"1,205","628,000"
3689,HDB Flat for Sale in 79D Toa Payoh Central,['(D12)'],3,2,2009,99,HDB,['(261 m)'],969,"870,000"
3690,1 Bed Condo for Sale in Vibes @ East Coast,['(D15)'],1,1,2015,Freehold,Condo,,377,"600,000"
3691,HDB Flat for Sale in 21 Bedok South Road,['(D16)'],3,2,1976,,HDB,['(1499 m)'],"1,259","750,000"
3692,2 Bed Condo for Sale in The Clement Canopy,['(D5)'],2,1,2020,99,Condo,['(1473 m)'],635,"1,150,000"
3693,3 Bed Condo for Sale in H2O Residences,['(D28)'],3,2,2015,99,Condo,['(47 m)'],893,"1,250,000"
3694,HDB Flat for Sale in 79A Toa Payoh Central,['(D12)'],3,2,2009,99,HDB,['(204 m)'],818,"950,000"
3695,1 Bed Condo for Sale in Riversails,['(D19)'],1,,2017,99,Condo,['(818 m)'],517,"650,000"
3696,2 Bed Condo for Sale in South Beach Residences,['(D7)'],2,2,2016,99,Condo,['(127 m)'],"2,368","8,620,000"
3697,4 Bed Condo for Sale in Sea Esta,['(D18)'],4,3,2016,99,Condo,,"1,367","1,750,000"
3698,1 Bed Condo for Sale in Normanton Park,['(D5)'],1,1,1862,99,Condo,,527,"917,507"
3699,4 Bed Condo for Sale in Boulevard 88,['(D10)'],4,6,2022,Freehold,Condo,['(1052 m)'],"2,766","10,180,800"
3700,HDB Flat for Sale in 28B Dover Crescent,['(D5)'],3,2,1976,99,HDB,['(1120 m)'],"1,022","600,000"
3701,1 Bed Condo for Sale in Presto @ Upper Serangoon,['(D19)'],1,1,2016,Freehold,Condo,['(439 m)'],484,"768,000"
3702,3 Bed Condo for Sale in The Glacier,['(D15)'],3,2,2005,Freehold,Condo,['(1032 m)'],"1,411","1,850,000"
3703,6 Bed House for Sale in Frankel Estate,['(D15)'],6,6,2014,Freehold,,['(1391 m)'],"3,157","5,400,000"
3704,6 Bed House for Sale in Frankel Estate,['(D15)'],6,6,2014,Freehold,,['(1391 m)'],"3,157","5,400,000"
3705,9 Bed House for Sale in People's Garden,['(D19)'],9,9,,99,Corner Terrace,['(467 m)'],"5,435","5,000,000"
3706,4 Bed Condo for Sale in The Arcadia,['(D11)'],4,4,1983,99,Condo,['(1545 m)'],"3,736","3,800,000"
3707,1 Bed Condo for Sale in Kingsford Waterbay,['(D19)'],1,1,2018,99,Condo,,474,"670,000"
3708,2 Bed Condo for Sale in Trilive,['(D19)'],2,2,2018,Freehold,Condo,['(1069 m)'],624,"1,280,000"
3709,3 Bed Condo for Sale in Wallich Residence,['(D2)'],3,2,2016,99,Condo,['(75 m)'],915,"3,750,000"
3710,3 Bed Condo for Sale in Wallich Residence,['(D2)'],3,2,2016,99,Condo,['(75 m)'],915,"3,750,000"
3711,1 Bed Condo for Sale in Scotts Square,['(D9)'],1,1,2010,Freehold,Condo,['(172 m)'],624,"2,165,000"
3712,9 Bed House for Sale in People's Garden,['(D19)'],9,9,,99,Terraced House,['(467 m)'],"3,411","4,280,000"
3713,1 Bed Condo for Sale in Pullman Residences Newton,['(D11)'],1,1,2023,Freehold,Condo,['(261 m)'],463,"1,318,000"
3714,3 Bed Condo for Sale in Normanton Park,['(D5)'],3,2,1862,99,Condo,,904,"1,600,000"
3715,2 Bed Condo for Sale in The Avenir,['(D9)'],2,2,2025,Freehold,Condo,['(654 m)'],829,"2,432,000"
3716,2 Bed Condo for Sale in The Foresta @ Mount Faber,['(D4)'],2,,2014,Freehold,Condo,['(463 m)'],667,"1,300,000"
3717,3 Bed Condo for Sale in Ris Grandeur,['(D18)'],3,3,2005,Freehold,Condo,,"3,077","2,380,000"
3718,3 Bed Condo for Sale in The Avenir,['(D9)'],3,3,2025,Freehold,Condo,['(654 m)'],"1,140","3,324,000"
3719,3 Bed Condo for Sale in Casablanca,['(D25)'],3,2,2005,99,Condo,['(1922 m)'],"1,119","920,000"
3720,4 Bed Condo for Sale in Amaranda Gardens,['(D19)'],4,4,2004,Freehold,Condo,['(444 m)'],"2,852","3,900,000"
3721,2 Bed Condo for Sale in Normanton Park,['(D5)'],2,2,1862,99,Condo,,657,"1,100,000"
3722,HDB Flat for Sale in 972 Hougang Street 91,['(D19)'],3,2,1999,99,HDB,,"1,474","620,000"
3723,2 Bed Condo for Sale in Reflections At Keppel Bay,['(D4)'],2,2,2011,99,Condo,['(468 m)'],"1,119","1,900,000"
3724,3 Bed Condo for Sale in Affinity At Serangoon,['(D19)'],3,2,2024,99,Condo,,850,"1,275,000"
3725,HDB Flat for Sale in 93 Dawson Road,['(D3)'],3,2,2016,99,HDB,['(1154 m)'],893,"838,000"
3726,3 Bed Condo for Sale in Corona Ville,['(D10)'],3,3,1983,Freehold,Condo,['(1443 m)'],"1,528","2,500,000"
3727,1 Bed Condo for Sale in Hillion Residences,['(D23)'],1,1,2018,99,Condo,['(58 m)'],474,"760,000"
3728,3 Bed EC for Sale in Signature At Yishun,['(D27)'],3,3,2017,99,Executive Condo,,"1,098","1,050,000"
3729,Studio Condo for Sale in Caspian,['(D22)'],Studio,1,2012,99,Condo,['(321 m)'],463,"720,000"
3730,3 Bed Condo for Sale in Natura @ Hillview,['(D23)'],3,2,2016,Freehold,Condo,,657,"900,000"
3731,2 Bed Condo for Sale in Irwell Hill Residences,['(D9)'],2,,2025,99,Condo,['(1540 m)'],603,"1,628,100"
3732,4 Bed House for Sale in Kembangan Estate,['(D14)'],4,,,Freehold,,['(832 m)'],"2,503","5,580,000"
3733,HDB Flat for Sale in 520C Tampines Central 8,['(D18)'],2,2,2014,99,HDB,['(1853 m)'],667,"515,000"
3734,3 Bed Condo for Sale in Miro,['(D11)'],3,,2012,Freehold,Condo,['(655 m)'],"1,938","3,500,000"
3735,1 Bed Condo for Sale in Eco,['(D16)'],1,,2017,99,Condo,['(429 m)'],635,"920,000"
3736,6 Bed House for Sale in Ocean Drive,['(D4)'],6,,,,Good Class Bungalow,,"19,869","78,000,000"
3737,4 Bed House for Sale in Lily Avenue,['(D10)'],4,,,,Landed,,"3,200","7,600,000"
3738,5 Bed Condo for Sale in One Shenton,['(D1)'],5,,2011,99,Condo,['(204 m)'],"9,138","28,500,000"
3739,5 Bed House for Sale in One Tree Hill,['(D10)'],5,,,,,,"2,970","10,570,000"
3740,HDB Flat for Sale in 121 Potong Pasir Avenue 1,['(D13)'],3,,1984,99,HDB,['(1748 m)'],"1,496","825,000"
3741,HDB Flat for Sale in 340 Tampines Street 33,['(D18)'],4,2,1995,,HDB 5 Rooms,,"1,474","560,000"
3742,HDB Flat for Sale in 16 Toh Yi Drive,['(D21)'],4,2,1988,99,HDB,['(388 m)'],"1,313","888,000"
3743,2 Bed Condo for Sale in The Inflora,['(D17)'],2,2,2017,99,Condo,,742,"750,000"
3744,4 Bed House for Sale in Kembangan Estate,['(D14)'],4,4,,Freehold,Corner Terrace,['(832 m)'],"3,486","3,780,000"
3745,2 Bed Condo for Sale in The Inflora,['(D17)'],2,2,2017,99,Condo,,742,"750,000"
3746,4 Bed House for Sale in Kembangan Estate,['(D14)'],4,4,,Freehold,Corner Terrace,['(832 m)'],"3,486","3,780,000"
3747,HDB Flat for Sale in 613D Punggol Drive,['(D19)'],3,,2012,99,HDB,['(202 m)'],"1,001","550,000"
3748,HDB Flat for Sale in 618D Punggol Drive,['(D19)'],3,2,2013,99,HDB,['(248 m)'],"1,023","598,000"
3749,1 Bed Condo for Sale in Highline Residences,['(D3)'],1,1,2018,99,Condo,['(351 m)'],506,"1,200,000"
3750,4 Bed Condo for Sale in Waterscape At Cavenagh,['(D9)'],4,4,2014,Freehold,Apartment,['(790 m)'],"1,561","3,817,860"
3751,2 Bed Condo for Sale in Lumiere,['(D2)'],2,2,2010,99,Apartment,['(242 m)'],969,"1,580,000"
3752,3 Bed Condo for Sale in Waterscape At Cavenagh,['(D9)'],3,3,2014,Freehold,Apartment,['(790 m)'],"1,313","2,627,928"
3753,3 Bed Condo for Sale in Waterscape At Cavenagh,['(D9)'],3,3,2014,Freehold,Apartment,['(790 m)'],"1,410","2,756,805"
3754,HDB Flat for Sale in 127 Serangoon North Avenue 1,['(D19)'],3,2,1985,,HDB 4 Rooms,,"1,033","528,000"
3755,HDB Flat for Sale in 674B Yishun Avenue 4,['(D27)'],3,2,1294,99,HDB,,"1,206","585,000"
3756,1 Bed Condo for Sale in 76 Shenton,['(D2)'],1,1,2014,99,Condo,['(329 m)'],624,"1,290,000"
3757,3 Bed Condo for Sale in Hillington Green,['(D23)'],3,3,2002,99,Condo,['(421 m)'],"1,528","1,999,000"
3758,1 Bed Condo for Sale in Dorsett Residences,['(D2)'],1,1,2013,99,Condo,['(205 m)'],484,"988,000"
3759,3 Bed Condo for Sale in The Woodleigh Residences / The Woodleigh Mall,['(D13)'],3,2,2022,99,Condo,['(150 m)'],850,"1,668,000"
3760,3 Bed House for Sale in Jalan Kemaman,['(D12)'],3,2,,,Landed,,"1,195","1,200,000"
3761,1 Bed Condo for Sale in Coastline Residences,['(D15)'],1,,2022,Freehold,Condo,,452,"1,069,000"
3762,3 Bed Condo for Sale in Sims Residences,['(D14)'],3,2,2002,99,Condo,['(356 m)'],"1,184","1,198,000"
3763,HDB Flat for Sale in 310B Punggol Walk,['(D19)'],3,2,,,HDB,['(268 m)'],990,"499,000"
3764,2 Bed Condo for Sale in Alex Residences,['(D3)'],2,2,2018,99,Condo,['(265 m)'],677,"1,350,000"
3765,2 Bed Condo for Sale in Corals At Keppel Bay,['(D4)'],2,2,2016,99,Condo,['(463 m)'],893,"1,700,000"
3766,1 Bed Condo for Sale in Ripple Bay,['(D18)'],1,1,2016,99,Condo,,538,"648,000"
3767,1 Bed Condo for Sale in The Rochester Residences,['(D5)'],1,2,2011,99,Condo,['(275 m)'],"1,023","1,430,000"
3768,1 Bed Condo for Sale in D'leedon,['(D10)'],1,1,2015,99,Condo,['(829 m)'],635,"1,070,000"
3769,4 Bed EC for Sale in Forestville,['(D25)'],4,3,2016,99,Executive Condo,['(1439 m)'],"1,205","1,288,888"
3770,3 Bed EC for Sale in Forestville,['(D25)'],3,2,2016,99,Executive Condo,['(1439 m)'],"1,098","1,098,000"
3771,10 Bed House for Sale in Koon Seng Road,['(D15)'],10,9,,,Bungalow,,"7,962","11,500,000"
3772,3 Bed EC for Sale in Forestville,['(D25)'],3,3,2016,99,Executive Condo,['(1439 m)'],"1,260","1,280,000"
3773,2 Bed Condo for Sale in Concourse Skyline,['(D7)'],2,2,2013,99,Condo,['(203 m)'],"1,356","2,880,000"
3774,3 Bed Condo for Sale in Urban Vista,['(D16)'],3,2,2016,99,Condo,['(225 m)'],979,"1,310,000"
3775,3 Bed Condo for Sale in The Florence Residences,['(D19)'],3,2,2023,99,Condo,['(1194 m)'],936,"1,368,000"
3776,3 Bed Condo for Sale in The Mayfair,['(D22)'],3,3,2000,99,Condo,['(375 m)'],"1,206","1,120,000"
3777,2 Bed Condo for Sale in Ripple Bay,['(D18)'],2,2,2016,99,Condo,,764,"1,000,000"
3778,2 Bed Condo for Sale in Guillemard Suites,['(D14)'],2,2,2017,Freehold,Condo,['(513 m)'],592,"888,000"
3779,3 Bed EC for Sale in Arc At Tampines,['(D18)'],3,2,2014,99,Executive Condo,,"1,539","1,480,000"
3780,3 Bed EC for Sale in Arc At Tampines,['(D18)'],3,2,2014,99,Executive Condo,,"1,539","1,480,000"
3781,3 Bed Condo for Sale in The Promenade @ Pelikat,['(D19)'],3,2,2016,Freehold,Condo,['(967 m)'],969,"1,080,000"
3782,2 Bed Condo for Sale in D'nest,['(D18)'],2,2,2017,99,Condo,['(872 m)'],753,"817,000"
3783,HDB Flat for Sale in 482 Pasir Ris Drive 4,['(D18)'],3,2,1995,99,HDB,,"1,313","560,000"
3784,HDB Flat for Sale in 30 Jalan Klinik,['(D3)'],2,1,1976,99,HDB,['(223 m)'],624,"345,000"
3785,2 Bed Condo for Sale in Skies Miltonia,['(D27)'],2,2,2016,99,Condo,,721,"780,000"
3786,Studio Condo for Sale in Icon,['(D2)'],Studio,1,2007,99,Condo,['(194 m)'],570,"1,200,000"
3787,3 Bed Condo for Sale in Park 1 Suites,['(D14)'],3,4,2020,Freehold,Apartment,['(1326 m)'],"1,098","1,460,000"
3788,HDB Flat for Sale in 308B Punggol Walk,['(D19)'],3,2,2016,99,HDB,['(136 m)'],990,"540,000"
3789,3 Bed Condo for Sale in The Sierra,['(D10)'],3,2,1998,94,Condo,['(772 m)'],"1,033","1,580,000"
3790,2 Bed Condo for Sale in Grandeur Park Residences,['(D16)'],2,1,2020,99,Condo,['(208 m)'],592,"1,080,000"
3791,HDB Flat for Sale in 28B Dover Crescent,['(D5)'],3,2,1976,99,HDB,['(1120 m)'],"1,022","656,000"
3792,HDB Flat for Sale in 263 Waterloo Street,['(D7)'],2,1,1978,99,HDB,['(259 m)'],646,"400,000"
3793,2 Bed Condo for Sale in The Lanai,['(D23)'],2,2,2015,99,Condo,['(1163 m)'],958,"1,450,000"
3794,2 Bed Condo for Sale in Parc Sophia,['(D9)'],2,1,2013,Freehold,Condo,['(360 m)'],732,"1,350,000"
3795,3 Bed Condo for Sale in Pinevale,['(D18)'],3,3,1999,99,Condo,,"1,292","988,888"
3796,2 Bed Condo for Sale in Fulcrum,['(D15)'],2,2,2016,Freehold,Condo,['(1119 m)'],829,"1,780,000"
3797,HDB Flat for Sale in 12 Kampong Arang Road,['(D15)'],2,2,1982,,HDB 3 Rooms,['(683 m)'],"1,109","575,000"
3798,2 Bed Condo for Sale in TRE Residences,['(D14)'],2,2,2018,99,Condo,['(223 m)'],700,"1,200,000"
3799,HDB Flat for Sale in 16 Jalan Tenteram,['(D12)'],3,2,2002,,HDB 4 Rooms,['(2881 m)'],807,"510,000"
3800,5 Bed House for Sale in Kasara,['(D4)'],5,5,2012,99,Bungalow,,"9,043","14,000,000"
3801,4 Bed Condo for Sale in The Oceanfront @ Sentosa Cove,['(D4)'],4,5,2010,99,Condo,,"3,218","4,000,000"
3802,2 Bed Condo for Sale in Tree House,['(D23)'],2,2,2013,99,Condo,['(1311 m)'],861,"1,200,000"
3803,2 Bed Condo for Sale in The Vision,['(D5)'],2,2,2013,99,Condo,,904,"1,350,000"
3804,4 Bed Condo for Sale in Riviere,['(D3)'],4,4,2023,99,Condo,,"2,002","5,346,640"
3805,1 Bed Condo for Sale in Waterfront Isle,['(D16)'],1,1,2015,99,Condo,,592,"750,000"
3806,4 Bed Condo for Sale in Coronation Arcade,['(D10)'],4,7,1994,Freehold,Condo,['(455 m)'],"12,280","18,500,000"
3807,5 Bed House for Sale in Parkwood Collection,['(D19)'],5,7,2022,99,Cluster House,['(919 m)'],"4,510","3,608,000"
3808,HDB Flat for Sale in 138B Yuan Ching Road,['(D22)'],2,2,2014,99,HDB,,721,"455,000"
3809,4 Bed Condo for Sale in Floridian,['(D21)'],4,3,2011,Freehold,Condo,['(332 m)'],"1,851","3,900,000"
3810,HDB Flat for Sale in 162 Simei Road,['(D18)'],3,2,1989,,HDB 4 Rooms,['(990 m)'],"1,119","488,000"
3811,5 Bed House for Sale in Ocean Drive,['(D4)'],5,7,,,Bungalow,,"11,200","35,000,000"
3812,5 Bed House for Sale in Kim Lin Park,['(D10)'],5,8,,Freehold,,['(1109 m)'],"3,156","12,530,000"
3813,5 Bed House for Sale in White House Residences,['(D10)'],5,5,2013,Freehold,,['(162 m)'],"6,588","14,732,074"
3814,5 Bed House for Sale in Figaro Street,['(D15)'],5,6,,,Terraced House,,"4,355","4,400,000"
3815,5 Bed House for Sale in Figaro Street,['(D15)'],5,6,,,Terraced House,,"4,355","4,400,000"
3816,4 Bed Condo for Sale in Riviere,['(D3)'],4,3,2023,99,Condo,,"2,002","5,380,000"
3817,2 Bed Condo for Sale in Riviere,['(D3)'],2,2,2023,99,Condo,,818,"2,083,000"
3818,4 Bed Condo for Sale in Riviere,['(D3)'],4,3,2023,99,Condo,,"2,002","5,380,000"
3819,2 Bed Condo for Sale in Riviere,['(D3)'],2,2,2023,99,Condo,,818,"2,083,000"
3820,3 Bed Condo for Sale in Riviere,['(D3)'],3,2,2023,99,Condo,,"1,173","2,700,000"
3821,3 Bed Condo for Sale in The Light @ Cairnhill,['(D9)'],3,4,2004,Freehold,Condo,['(990 m)'],"1,690","3,680,000"
3822,4 Bed Condo for Sale in Waterfront Waves,['(D16)'],4,3,2011,99,Condo,,"1,496","1,780,000"
3823,2 Bed Condo for Sale in Vertis,['(D15)'],2,1,2008,Freehold,Condo,,872,"1,350,000"
3824,1 Bed Condo for Sale in Rv Suites,['(D10)'],1,1,2012,Freehold,Condo,,603,"1,138,000"
3825,10 Bed House for Sale in Serangoon Road,['(D8)'],10,8,,,Bungalow,,"4,611","5,900,000"
3826,HDB Flat for Sale in 172B Edgedale Plains,['(D19)'],3,2,2004,,HDB 5 Rooms,['(254 m)'],"1,184","499,888"
3827,2 Bed Condo for Sale in Midtown Residences,['(D19)'],2,2,2016,99,Condo,['(296 m)'],635,"898,000"
3828,2 Bed Condo for Sale in Rezi 26,['(D14)'],2,2,2015,Freehold,Condo,['(465 m)'],958,"1,060,413"
3829,1 Bed Condo for Sale in Suites 28,['(D14)'],1,1,2015,Freehold,Condo,['(980 m)'],504,"670,000"
3830,2 Bed Condo for Sale in Rezi 26,['(D14)'],2,3,2015,Freehold,Condo,['(465 m)'],753,"1,050,000"
3831,2 Bed Condo for Sale in Southaven I,['(D21)'],2,2,1997,99,Condo,['(945 m)'],"1,098","1,150,000"
3832,2 Bed Condo for Sale in Southaven I,['(D21)'],2,2,1997,99,Condo,['(945 m)'],926,"980,000"
3833,1 Bed Condo for Sale in Park Colonial,['(D13)'],1,1,2022,99,Condo,['(155 m)'],463,"951,000"
3834,2 Bed Condo for Sale in The Estuary,['(D27)'],2,2,2013,99,Condo,['(780 m)'],"1,034","970,000"
3835,Studio Condo for Sale in Skysuites @ Anson,['(D2)'],Studio,1,2015,99,Condo,['(225 m)'],365,"900,000"
3836,2 Bed Condo for Sale in Echelon,['(D3)'],2,2,2016,99,Condo,['(186 m)'],732,"1,600,000"
3837,3 Bed Condo for Sale in Forest Woods,['(D19)'],3,2,2021,99,Condo,['(436 m)'],"1,066","1,756,000"
3838,3 Bed Condo for Sale in The Woodleigh Residences / The Woodleigh Mall,['(D13)'],3,2,2022,99,Condo,['(150 m)'],"1,076","2,149,000"
3839,3 Bed Condo for Sale in Riversails,['(D19)'],3,3,2017,99,Condo,['(818 m)'],"1,108","1,300,000"
3840,2 Bed Condo for Sale in One Pearl Bank,['(D3)'],2,1,2023,99,Condo,['(202 m)'],700,"1,668,000"
3841,2 Bed Condo for Sale in Midwood,['(D23)'],2,2,2024,99,Condo,['(352 m)'],775,"1,190,500"
3842,1 Bed Condo for Sale in 259 Onan Road,['(D15)'],1,,,,Condo,,"1,042","1,500,000"
3843,4 Bed Condo for Sale in Myra,['(D13)'],4,3,2023,Freehold,Condo,['(188 m)'],"1,324","2,865,912"
3844,3 Bed Condo for Sale in Ki Residences At Brookvale,['(D21)'],3,2,,99,Condo,,861,"1,448,000"
3845,3 Bed Condo for Sale in Jui Residences,['(D12)'],3,2,2022,Freehold,Condo,['(1042 m)'],947,"1,782,912"
3846,2 Bed Condo for Sale in The Landmark,['(D3)'],2,2,2025,99,Condo,['(467 m)'],678,"1,530,000"
3847,3 Bed Condo for Sale in Parc Clematis,['(D5)'],3,2,2023,99,Condo,['(1010 m)'],861,"1,420,000"
3848,2 Bed Condo for Sale in Fyve Derbyshire,['(D11)'],2,1,2022,Freehold,Condo,['(466 m)'],592,"1,466,000"
3849,2 Bed Condo for Sale in The Florence Residences,['(D19)'],2,2,2023,99,Condo,['(1194 m)'],667,"956,000"
3850,2 Bed Condo for Sale in The Florence Residences,['(D19)'],2,2,2023,99,Condo,['(1194 m)'],667,"956,000"
3851,3 Bed Condo for Sale in Normanton Park,['(D5)'],3,2,1862,99,Condo,,904,"1,536,700"
3852,1 Bed Condo for Sale in Normanton Park,['(D5)'],1,1,1862,99,Condo,,527,"926,466"
3853,1 Bed Condo for Sale in Kopar At Newton,['(D9)'],1,1,,99,Condo,['(345 m)'],517,"1,285,000"
3854,2 Bed Condo for Sale in The Reef At King's Dock,['(D4)'],2,,2025,99,Condo,['(353 m)'],721,"1,614,000"
3855,2 Bed Condo for Sale in The Atelier,['(D9)'],2,2,,Freehold,Condo,['(405 m)'],872,"2,387,000"
3856,3 Bed Condo for Sale in Clavon,['(D5)'],3,2,2025,99,Condo,['(824 m)'],958,"1,643,000"
3857,2 Bed Condo for Sale in The Antares,['(D14)'],2,2,2022,99,Condo,['(1192 m)'],667,"1,189,320"
3858,3 Bed Condo for Sale in Affinity At Serangoon,['(D19)'],3,2,2024,99,Condo,,861,"1,288,000"
3859,1 Bed Condo for Sale in Peak Residence,['(D11)'],1,1,2024,Freehold,Condo,['(344 m)'],528,"1,342,400"
3860,HDB Flat for Sale in 892A Tampines Avenue 8,['(D18)'],4,2,1997,,HDB Executive,,"1,474","780,000"
3861,1 Bed Condo for Sale in One Bernam,['(D2)'],1,,2026,99,Condo,['(372 m)'],441,"1,280,000"
3862,3 Bed Condo for Sale in Riverfront Residences,['(D19)'],3,2,2024,99,Condo,['(1139 m)'],872,"1,202,000"
3863,2 Bed Condo for Sale in Treasure at Tampines,['(D18)'],2,2,2023,99,Condo,['(924 m)'],657,"1,000,000"
3864,3 Bed Condo for Sale in Irwell Hill Residences,['(D9)'],3,2,2025,99,Condo,['(1540 m)'],"1,250","3,125,000"
3865,3 Bed Condo for Sale in One-North Eden,['(D5)'],3,2,2025,99,Condo,['(460 m)'],947,"1,750,000"
3866,3 Bed Condo for Sale in # 1 Loft,['(D14)'],3,4,2015,Freehold,Condo,['(411 m)'],"1,313","1,488,888"
3867,1 Bed Condo for Sale in Avenue South Residence,['(D3)'],1,1,2023,99,Condo,,527,"1,000,000"
3868,3 Bed Condo for Sale in Normanton Park,['(D5)'],3,2,1862,99,Condo,,904,"1,400,000"
3869,3 Bed Condo for Sale in Kent Ridge Hill Residences,['(D5)'],3,,2024,99,Condo,['(987 m)'],883,"1,548,000"
3870,2 Bed Condo for Sale in Fourth Avenue Residences,['(D10)'],2,,2022,99,Condo,['(71 m)'],689,"1,500,000"
3871,3 Bed Condo for Sale in Amber Park,['(D15)'],3,,2023,Freehold,Condo,,947,"2,184,570"
3872,3 Bed Condo for Sale in Coastline Residences,['(D15)'],3,3,2022,Freehold,Condo,,"1,109","2,490,000"
3873,1 Bed Condo for Sale in North Park Residences,['(D27)'],1,1,2020,99,Condo,['(238 m)'],560,"950,000"
3874,1 Bed Condo for Sale in The Atelier,['(D9)'],1,,,Freehold,Condo,['(405 m)'],549,"1,510,000"
3875,1 Bed Condo for Sale in One Pearl Bank,['(D3)'],1,,2023,99,Condo,['(202 m)'],527,"1,310,000"
3876,1 Bed Condo for Sale in Midtown Modern,['(D7)'],1,,2025,99,Condo,['(227 m)'],409,"1,426,000"
3877,2 Bed Condo for Sale in The Reef At King's Dock,['(D4)'],2,,2025,99,Condo,['(353 m)'],721,"1,630,000"
3878,2 Bed Condo for Sale in Stirling Residences,['(D3)'],2,1,2022,99,Apartment,['(317 m)'],635,"1,350,000"
3879,3 Bed Condo for Sale in The Essence,['(D26)'],3,2,2021,99,Condo,,"1,076","1,452,800"
3880,2 Bed EC for Sale in Ola,['(D19)'],2,2,2024,99,Executive Condo,['(177 m)'],775,"868,000"
3881,5 Bed House for Sale in Kim Lin Park,['(D10)'],5,5,,Freehold,,['(1109 m)'],"8,235","15,300,000"
3882,4 Bed House for Sale in Sennett Estate,['(D13)'],4,5,,Freehold,Corner Terrace,['(548 m)'],"2,284","4,700,000"
3883,3 Bed Condo for Sale in Reignwood Hamilton Scotts,['(D9)'],3,3,2012,Freehold,Apartment,['(246 m)'],"3,229","12,800,000"
3884,3 Bed EC for Sale in Piermont Grand,['(D19)'],3,2,2023,99,Executive Condo,['(215 m)'],840,"858,000"
3885,1 Bed Condo for Sale in 26 Newton,['(D11)'],1,1,2016,Freehold,Condo,['(881 m)'],474,"1,188,888"
3886,5 Bed House for Sale in One Tree Hill,['(D10)'],5,5,,,,,"3,154","12,530,000"
3887,3 Bed Condo for Sale in OUE Twin Peaks,['(D9)'],3,3,2014,99,Condo,['(1699 m)'],"1,604","4,500,000"
3888,HDB Flat for Sale in 808C Chai Chee Road,['(D16)'],3,2,2016,99,HDB,['(2525 m)'],"1,001","650,000"
3889,5 Bed House for Sale in Mera Gardens,['(D23)'],5,4,1998,99,Bungalow,['(472 m)'],"7,800","4,188,000"
3890,1 Bed Condo for Sale in Corals At Keppel Bay,['(D4)'],1,1,2016,99,Condo,['(463 m)'],581,"1,450,000"
3891,3 Bed Condo for Sale in Grange Infinite,['(D9)'],3,3,2011,Freehold,Condo,['(419 m)'],"2,368","5,700,000"
3892,2 Bed Condo for Sale in The Reef At King's Dock,['(D4)'],2,1,2025,99,Condo,['(353 m)'],689,"1,518,000"
3893,7 Bed House for Sale in Cove Drive,['(D4)'],7,7,,,Bungalow,,"11,119","20,000,000"
3894,1 Bed Condo for Sale in Vibes @ Upper Serangoon,['(D19)'],1,1,2016,Freehold,Condo,['(595 m)'],441,"650,000"
3895,HDB Flat for Sale in 659 Jalan Tenaga,['(D14)'],4,2,1996,99,HDB,,"1,474","768,000"
3896,1 Bed Condo for Sale in Eco,['(D16)'],1,1,2017,99,Condo,['(429 m)'],635,"900,000"
3897,6 Bed House for Sale in Bedok Avenue,['(D16)'],6,6,,,,,"3,000","6,300,000"
3898,1 Bed Condo for Sale in The Rochester Residences,['(D5)'],1,1,2011,99,Apartment,['(275 m)'],839,"1,200,000"
3899,4 Bed House for Sale in Jalan Hari Raya,['(D20)'],4,,,,Corner Terrace,,"1,733","4,200,000"
3900,HDB Flat for Sale in 212A Compassvale Drive,['(D19)'],3,2,2011,99,HDB,['(384 m)'],"1,022","453,000"
3901,5 Bed House for Sale in Opera Estate,['(D15)'],5,7,1980,Freehold,Terraced House,['(1222 m)'],"1,640","4,400,000"
3902,2 Bed Condo for Sale in Waterfront Isle,['(D16)'],2,2,2015,99,Condo,,915,"1,150,000"
3903,2 Bed Condo for Sale in Skies Miltonia,['(D27)'],2,,2016,99,Condo,,721,"820,000"
3904,3 Bed Condo for Sale in Summerdale,['(D22)'],3,3,2000,99,Condo,['(1751 m)'],"2,134","1,480,000"
3905,5 Bed House for Sale in Kembangan Estate,['(D14)'],5,5,,Freehold,Terraced House,['(832 m)'],"1,720","4,300,000"
3906,HDB Flat for Sale in 52 Strathmore Avenue,['(D3)'],2,,2006,99,HDB,['(267 m)'],"1,184","900,000"
3907,1 Bed Condo for Sale in M66,['(D12)'],1,,2016,Freehold,Apartment,['(694 m)'],463,"750,000"
